ParticipantId,AnnualHouseholdIncome,BirthYear2020,CoronavirusConcern2,CoronavirusEmployment,CoronavirusIntent_Mask,CoronavirusIntent_SixFeet,CoronavirusIntent_StayHome,CoronavirusIntent_WashHands,CoronavirusLocalCommunity,CoronavirusSupportSystem,CoronavirusSymptomSelect,Education_Alt2,Ethnicity,Gender,HasCoronavirusBelief,PoliticalBeliefsNoOp,Religion_Alt1,Religiosity_Alt2,ZipCode
178,96000,1960,9.6,['was-full'],94,94,38,82,0,['fam-friend'],"['diarrhea', 'muscle-ache']",college,white,female,3.7,4.1,catholic,7.5,604
179,75000,1964,5.4,['now-full'],86,78,37,78,2,"['fam-friend', 'employer']",['none'],college,white,male,2.2,8.7,catholic,8.9,160
180,41000,1975,8.6,['was-full'],100,100,100,100,3,"['fam-friend', 'employer']",['none'],some-college,hispanic-latino,female,1.2,6.9,other-protestant,7.1,191
181,35000,1963,9.3,"['was-full', 'now-full']",93,93,93,93,0,"['fam-friend', 'employer', 'religious', 'fedgov']",['none'],some-college,white,female,9.3,9.3,catholic,9.3,454
182,49000,2000,7,['now-part'],100,100,100,100,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']",['none'],highschool,hispanic-latino,male,0,4.9,catholic,10,900
183,17600,1935,5.2,['now-retired'],97,97,99,99,0,['fam-friend'],['none'],highschool,white,female,0.8,5.2,catholic,5.2,530
184,39000,1975,4,['was-full'],100,100,96,100,0,['fam-friend'],['none'],college,white,female,0,9.7,evangelical-protestant,9.9,448
185,50000,2000,4.5,['now-full'],52,43,42,45,0,['employer'],['muscle-ache'],college,black,female,4.8,4.7,something-else,4.2,932
186,180000,1999,9.3,['now-full'],100,100,100,100,0,"['religious', 'state-gov', 'no-one', 'fam-friend']","['dry-cough', 'headache', 'fever', 'nasal', 'muscle-ache', 'diarrhea']",highschool,white,female,10,9.8,something-else,10,970
187,25000,1960,5.3,['was-disabled'],57,96,96,97,0,['fam-friend'],['nasal'],highschool,white,female,1.6,5.2,nothing-in-particular,5.1,469
188,50000,1993,6.3,['now-part'],17,71,32,81,0,"['fam-friend', 'local-community']","['dry-cough', 'fever']",college,black,female,7,3.4,catholic,6.8,381
189,15000,1969,10,['was-full'],100,88,100,93,0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov', 'other', 'no-one', 'local-community', 'private-org']","['fatigue', 'nasal']",school,hispanic-latino,male,0,3.5,catholic,1.5,100
190,125000,1947,8.2,"['was-jobless', 'now-retired', 'was-disabled', 'now-disabled']",100,32,100,100,0,"['fam-friend', 'fedgov', 'state-gov']","['short-breath', 'fatigue']",some-college,white,male,3,3.4,catholic,6.9,120
191,26000,2000,7.3,['was-part'],100,100,100,92,0,['fam-friend'],['none'],college,black,female,0,0,atheist,0.2,442
192,36000,1996,8.9,['was-full'],99,89,99,88,1,['fam-friend'],['none'],postgrad,black,female,0.1,5.4,something-else,9.7,700
193,12500,1994,10,['now-full'],0,100,100,100,5,['religious'],['fatigue'],college,other-mixed,male,0,10,catholic,10,700
194,75000,1995,7.5,['was-full'],83,81,88,67,1,['fam-friend'],['none'],college,white,female,0.1,4.7,buddhist,6.1,770
195,120000,1987,5.6,"['now-full', 'was-full']",50,80,100,80,400,"['fam-friend', 'employer', 'religious', 'fedgov']",['fatigue'],college,white,female,0,7.9,other-protestant,10,321
196,30000,1968,9.3,"['now-jobless', 'was-jobless']",92,90,97,100,0,"['fam-friend', 'religious']",['none'],school,white,female,0.1,4.6,something-else,8.9,120
197,20000,1999,5.1,['now-jobless'],87,96,95,91,0,['fam-friend'],"['nasal', 'headache']",school,white,female,0.4,6.8,nothing-in-particular,5,591
198,15000,1996,7.5,['was-part'],83,99,97,83,0,"['state-gov', 'fedgov']",['none'],college,white,female,2.2,0.5,atheist,0,481
199,25000,2002,6.3,"['was-full', 'now-disabled', 'now-retired']",33,32,65,64,0,"['fam-friend', 'religious', 'local-gov', 'state-gov', 'fedgov']","['nausea-vomit', 'lost-smell-taste', 'sore-throat', 'fatigue', 'diarrhea', 'short-breath', 'dry-cough']",highschool,white,female,4.7,6.4,nothing-in-particular,8,302
200,54000,1988,10,"['was-full', 'now-full']",100,100,100,100,0,"['fam-friend', 'fedgov', 'employer']",['none'],college,white,female,2.4,7.5,other-protestant,10,800
201,27000,1977,5.6,['was-full'],92,92,90,84,0,"['fam-friend', 'employer', 'state-gov', 'local-community']",['none'],highschool,white,female,5.1,9.6,other-protestant,4.7,922
202,99999,2001,3.9,['was-part'],36,79,72,86,3,['fam-friend'],['none'],highschool,white,female,0,6,evangelical-protestant,8.1,856
203,60000,1984,8.3,['was-full'],98,97,83,100,12,['fam-friend'],"['diarrhea', 'fatigue', 'lost-smell-taste', 'nausea-vomit']",college,white,female,4.6,1.6,nothing-in-particular,7.8,837
204,20000,1996,7.3,['was-full'],98,96,100,82,0,['fam-friend'],['none'],college,white,female,0,7.6,catholic,8.4,296
205,50000,1977,2.5,['was-jobless'],3,26,28,18,4,"['fam-friend', 'religious']","['headache', 'lost-smell-taste']",postgrad,white,female,0,9.7,evangelical-protestant,9.9,275
206,25000,1970,3.4,"['was-part', 'was-full']",81,100,99,96,0,['fam-friend'],['none'],some-college,white,female,0.3,5.3,catholic,9.7,147
207,25000,1990,5.5,['now-full'],9,94,7,100,2,['fam-friend'],['none'],college,white,male,4.5,5.1,nothing-in-particular,0.9,347
208,60000,1997,6.8,['was-part'],100,100,100,100,25,['fam-friend'],['fatigue'],highschool,white,female,0,3,atheist,0,199
209,45000,2001,10,"['was-part', 'now-jobless']",100,100,100,100,2,"['fam-friend', 'religious', 'state-gov']","['short-breath', 'headache', 'nausea-vomit']",school,white,female,5,0,evangelical-protestant,10,189
210,67000,1990,8.7,"['now-jobless', 'was-jobless']",80,76,80,81,0,"['local-gov', 'state-gov']","['short-breath', 'fatigue', 'nasal']",college,white,female,8.9,8.5,mormon,8.4,303
211,50000,1954,8,['now-retired'],96,93,93,92,0,['fam-friend'],"['fatigue', 'nasal', 'headache']",some-college,black,female,5.7,4.2,catholic,2.2,852
212,60000,1970,7.2,['now-jobless'],96,97,100,93,0,['fam-friend'],['none'],college,white,female,0,6.3,evangelical-protestant,9,141
213,23000,1983,10,['now-disabled'],74,63,67,64,0,"['employer', 'fam-friend']",['none'],highschool,white,male,0,7.4,other-protestant,6.6,810
214,20000,1996,6.1,['now-full'],62,67,63,64,0,['state-gov'],['fatigue'],some-college,white,male,6.1,5.6,nothing-in-particular,5.7,362
215,30000,1997,5,"['was-full', 'now-jobless', 'now-part']",100,74,67,90,0,"['fam-friend', 'religious', 'local-gov']",['none'],college,white,male,0.2,4.8,evangelical-protestant,7.2,601
216,45000,2000,10,"['was-jobless', 'now-jobless', 'was-retired']",100,100,100,100,0,['fam-friend'],['none'],postgrad,white,male,0,9.4,something-else,10,604
217,50000,1996,10,"['was-jobless', 'was-part', 'now-part', 'now-jobless']",32,35,65,68,0,"['fam-friend', 'religious', 'local-community']",['none'],college,black,male,0,7.4,catholic,9.3,708
218,10000,1957,6.3,['was-disabled'],71,71,87,51,0,['fam-friend'],['none'],highschool,white,male,2,4.6,atheist,0.2,217
219,67000,2000,6.3,['now-full'],61,65,61,67,0,['local-community'],['dry-cough'],highschool,white,male,5.8,6.9,catholic,6.3,330
220,30000,1995,6.8,['now-jobless'],86,47,97,55,0,['fam-friend'],"['headache', 'fatigue']",highschool,white,male,0,4.9,catholic,10,334
221,35000,1990,5,['now-full'],50,100,100,74,0,"['fam-friend', 'religious', 'state-gov']","['fatigue', 'nasal', 'headache', 'muscle-ache']",college,white,male,0,10,other-protestant,10,397
222,24999,1984,7.9,"['was-part', 'now-jobless']",99,91,86,78,10,"['fam-friend', 'religious']",['none'],college,white,female,2.5,2.1,evangelical-protestant,10,125
223,23000,1992,8.8,['now-part'],100,98,100,100,0,['fam-friend'],"['diarrhea', 'nasal']",highschool,black,female,0.4,4.5,nothing-in-particular,0,212
224,53000,1992,6,['was-full'],18,36,9,59,1,['fam-friend'],"['dry-cough', 'fatigue', 'muscle-ache', 'sore-throat', 'nausea-vomit']",some-college,white,female,1.2,4.9,other-protestant,6,757
225,70000,1980,4.8,['now-jobless'],100,100,100,51,0,['fam-friend'],['none'],some-college,white,female,0,5.2,something-else,9.7,307
226,60000,1952,6.4,['was-part'],100,100,100,96,0,"['fam-friend', 'religious', 'local-community', 'local-gov', 'state-gov']",['none'],college,other-mixed,female,3.5,6.1,catholic,8.5,787
227,35000,1982,1.5,['was-jobless'],0,100,28,100,0,"['state-gov', 'local-community']",['none'],some-college,other-mixed,female,1.5,4.7,something-else,9.7,626
228,66000,2001,6.7,['now-jobless'],100,100,100,100,11,['fam-friend'],['none'],some-college,black,female,0,4.6,something-else,6.9,750
229,45000,1992,10,"['was-full', 'now-full']",100,100,100,100,0,"['fam-friend', 'local-gov', 'state-gov', 'fedgov']","['dry-cough', 'sore-throat']",college,black,female,0.8,7.5,something-else,10,640
230,300000,1966,7.3,['was-full'],100,100,100,73,0,"['fam-friend', 'employer']",['none'],postgrad,white,male,2.5,6.9,catholic,7,303
231,15000,1999,4.8,['was-part'],52,44,54,89,27660,"['fam-friend', 'local-gov', 'other']",['headache'],college,black,female,0.8,4.6,catholic,8.9,606
232,35000,1996,8.6,"['was-full', 'now-part']",100,95,93,100,0,['no-one'],['headache'],college,black,male,2.8,0.9,atheist,0,900
233,14000,1986,6.8,"['was-jobless', 'now-jobless', 'was-disabled', 'now-disabled']",79,97,100,82,2,"['fam-friend', 'fedgov']","['diarrhea', 'fatigue', 'headache', 'nausea-vomit']",college,white,female,5.3,3,atheist,2.3,730
234,70000,1971,6.6,['was-full'],0,60,30,67,0,"['fam-friend', 'employer']",['none'],highschool,white,female,0.6,8.6,other-protestant,7.7,371
235,60000,1998,0,['was-jobless'],13,60,65,61,0,['no-one'],['none'],some-college,white,female,0,5.3,catholic,1.1,524
236,75000,2000,6.9,"['now-full', 'was-full']",64,69,63,45,5,['fam-friend'],['nasal'],college,white,female,1.5,6,nothing-in-particular,0.2,212
237,68000,1957,10,"['was-part', 'now-jobless']",100,100,100,100,4,"['fam-friend', 'employer', 'religious']",['none'],college,white,female,0,7,evangelical-protestant,8.8,189
238,32000,1979,10,['was-full'],94,81,96,85,1,['no-one'],"['dry-cough', 'sore-throat', 'fever']",college,white,female,7.8,10,catholic,6.2,305
239,65000,1984,4.5,['was-jobless'],91,100,100,100,0,['no-one'],['none'],highschool,white,male,1.5,0.4,nothing-in-particular,0,440
240,80000,1987,4.9,"['was-full', 'now-jobless']",63,64,62,62,0,"['fam-friend', 'local-community', 'local-gov']",['none'],college,white,female,1.3,4.9,catholic,2.8,328
241,50000,2002,10,['was-full'],99,97,99,95,0,['employer'],['none'],college,black,female,10,9.4,muslim,10,283
242,60000,1992,7,"['was-full', 'now-full']",92,92,93,89,0,['fam-friend'],['none'],college,white,male,0.3,7.5,other-protestant,7.4,152
243,65000,1998,2.6,['now-jobless'],23,88,99,88,0,['fam-friend'],['none'],highschool,other-mixed,female,1.9,1.6,other-protestant,7,275
244,20000,1998,9.9,"['was-jobless', 'now-part', 'now-full']",100,100,100,99,0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov']","['dry-cough', 'muscle-ache', 'nasal', 'headache']",college,white,male,0,10,something-else,10,441
245,112000,1998,6.7,['was-full'],100,74,74,84,10000,['no-one'],"['nasal', 'sore-throat']",some-college,black,male,5.3,5.4,nothing-in-particular,5,331
246,23000,1997,10,['now-disabled'],100,100,100,100,1,"['fam-friend', 'religious']",['none'],college,black,female,0,10,something-else,10,123
247,50000,1993,5.1,['now-part'],83,100,100,100,1,"['fam-friend', 'religious']","['short-breath', 'muscle-ache', 'headache']",highschool,white,female,0,4.9,something-else,10,658
248,25000,1999,2.4,['was-jobless'],11,58,61,62,0,['fam-friend'],['none'],college,black,female,8.3,7.2,something-else,7.4,891
249,15000,1998,2.8,['was-full'],100,73,18,60,5,['fam-friend'],['none'],college,black,female,0,5.8,something-else,9.9,727
250,60000,1998,9.3,['now-full'],96,97,60,100,64,['fam-friend'],['none'],college,black,female,0,6.2,catholic,8.4,608
251,40000,1994,8.9,['was-full'],79,75,90,73,2,['fam-friend'],['none'],some-college,white,male,3.3,2.4,nothing-in-particular,0,191
252,200000,1993,10,"['was-part', 'now-jobless']",100,100,100,100,2,['fam-friend'],['fatigue'],college,white,female,1.9,3,buddhist,8.7,63
253,37000,1990,7.3,['was-part'],82,97,61,86,0,['fam-friend'],['none'],highschool,black,male,1.1,2.4,nothing-in-particular,2.1,801
254,45000,1975,7.5,['was-full'],80,72,57,72,1,"['fam-friend', 'employer', 'fedgov', 'state-gov', 'local-gov']",['none'],college,hispanic-latino,male,4.7,8.2,nothing-in-particular,1.6,782
255,33000,1959,9.5,"['was-full', 'now-jobless']",94,78,92,78,0,"['state-gov', 'local-gov', 'fedgov', 'employer']",['none'],college,white,female,0.8,1.9,other-protestant,4.5,891
256,25000,1998,9.3,['was-full'],74,100,100,100,0,"['fam-friend', 'religious']",['none'],highschool,black,female,1,5.7,something-else,7.2,382
257,9000,1964,10,['now-jobless'],99,96,97,100,0,"['fam-friend', 'state-gov', 'local-gov', 'fedgov', 'local-community']","['lost-smell-taste', 'headache']",school,white,female,0,7.9,something-else,7.9,712
258,70000,1994,10,"['was-full', 'now-full']",100,100,100,100,0,"['fam-friend', 'employer', 'fedgov', 'state-gov', 'local-gov']","['dry-cough', 'diarrhea', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat', 'headache', 'nausea-vomit']",college,white,female,0,1.1,something-else,6.3,554
259,30000,1979,6.1,['was-full'],96,65,69,39,0,"['fam-friend', 'fedgov']",['none'],highschool,white,male,0.2,5.6,catholic,6.9,561
260,50000,1993,6.1,['was-jobless'],59,78,75,65,87,['fam-friend'],['none'],college,white,female,1.2,4.1,agnostic,6.7,325
261,21000,1983,2.4,['now-jobless'],9,93,75,69,0,['fam-friend'],['none'],highschool,white,male,0,2.8,catholic,2.5,672
262,19000,1999,7,['was-full'],100,76,100,29,0,['no-one'],['none'],highschool,other-mixed,male,3,6.8,catholic,7.6,917
263,42000,1983,2.9,"['was-full', 'now-full']",17,67,31,61,0,['no-one'],['none'],college,white,male,2,5.2,evangelical-protestant,6.5,690
264,30000,2000,8.3,['now-jobless'],24,100,100,100,1,['fedgov'],['none'],highschool,black,female,1.8,5,mormon,5.8,972
265,450000,1986,10,"['now-full', 'was-retired']",100,100,93,87,23,"['fam-friend', 'religious']","['nasal', 'fever', 'headache']",postgrad,white,female,1.6,9.9,something-else,10,422
266,100000,1999,9.8,['was-full'],100,100,84,100,0,['other'],['none'],college,black,male,0,10,nothing-in-particular,4.5,606
267,40000,2000,7,['was-full'],27,53,69,53,0,['fam-friend'],['none'],highschool,hispanic-latino,female,1.5,10,nothing-in-particular,5.3,950
268,55000,1957,0.4,['now-disabled'],0,100,100,100,0,['fam-friend'],"['dry-cough', 'nasal']",some-college,white,male,2.7,10,other-protestant,8,346
269,60000,1961,0,['was-full'],0,43,0,3,0,['fam-friend'],['none'],college,white,male,0.2,4.9,nothing-in-particular,3.6,344
270,100000,1997,0.1,['was-jobless'],0,0,2,0,0,['no-one'],['none'],some-college,white,male,0.2,5,nothing-in-particular,0,760
271,78000,1991,8.7,['now-jobless'],73,100,100,100,3,['fam-friend'],['none'],college,white,female,0,4.9,nothing-in-particular,7.4,217
272,40000,1989,4.8,['was-full'],48,43,87,100,0,['no-one'],['none'],college,white,male,0,4.9,catholic,7.5,440
273,150000,1990,8.6,['now-full'],95,98,98,100,0,['no-one'],['none'],some-college,white,male,8.2,5,catholic,10,900
274,150000,1995,9.4,['was-part'],100,100,100,100,0,['fam-friend'],['none'],postgrad,white,male,1.2,10,nothing-in-particular,8.2,934
275,140000,2001,7.2,"['was-part', 'now-full']",100,74,100,72,0,"['fam-friend', 'employer', 'state-gov', 'local-community']",['none'],highschool,hispanic-latino,male,2.4,1.8,agnostic,4.1,786
276,250000,1997,8.7,['was-full'],75,86,85,92,2,"['employer', 'fam-friend']","['dry-cough', 'fatigue', 'nasal', 'sore-throat', 'fever', 'headache']",some-college,black,male,2,6.9,catholic,8.3,704
277,50000,1988,7.6,['was-full'],86,95,70,97,0,['fam-friend'],"['muscle-ache', 'fatigue']",college,white,male,0,7.1,something-else,8.5,298
278,49000,1968,7.5,['was-full'],86,99,91,100,0,"['fam-friend', 'state-gov']",['none'],some-college,white,female,1.4,3.9,something-else,8.6,527
279,27000,1944,9.7,['now-retired'],100,100,100,100,0,['fam-friend'],['none'],highschool,white,female,0,6.7,mormon,10,611
280,100000,1998,7,['was-full'],57,59,42,58,2,['no-one'],['none'],highschool,black,female,3.3,6,catholic,6.2,270
281,80000,1964,8.9,['was-full'],100,100,100,78,0,"['fam-friend', 'employer']","['dry-cough', 'short-breath', 'diarrhea', 'muscle-ache', 'fatigue', 'nasal', 'sore-throat', 'headache']",highschool,white,male,5.8,2.4,nothing-in-particular,1.1,452
282,124000,1974,9.6,['was-part'],100,100,100,100,0,['fam-friend'],['none'],some-college,hispanic-latino,female,2.3,1.9,nothing-in-particular,1.8,750
283,16000,1965,7.1,['now-disabled'],88,93,94,71,,"['fam-friend', 'state-gov', 'fedgov']",['none'],some-college,white,male,0.7,6.1,nothing-in-particular,6.5,577
284,24000,1960,7.9,['was-disabled'],91,91,94,88,0,['fam-friend'],['fatigue'],college,white,female,2.8,2.1,agnostic,0.6,276
285,25000,1975,6.9,['now-full'],100,100,100,94,1,"['fam-friend', 'employer', 'fedgov']",['none'],college,white,female,2.6,4.9,nothing-in-particular,5.9,127
286,60000,1972,2.9,"['was-part', 'now-part']",30,72,57,90,0,['fam-friend'],['none'],college,white,female,0.9,4.4,nothing-in-particular,7.5,714
287,160000,1997,1.1,['now-part'],82,77,89,99,0,['fam-friend'],['dry-cough'],highschool,white,female,0.1,5,atheist,0.1,371
288,56000,2000,9.7,['now-jobless'],100,100,100,89,0,"['fam-friend', 'local-gov', 'state-gov']",['none'],some-college,hispanic-latino,female,0,4.9,something-else,7.6,331
289,55555,1961,0.3,['now-part'],8,63,9,86,0,['no-one'],['none'],postgrad,white,male,0.1,7.7,evangelical-protestant,9.1,750
290,44000,1981,10,['was-full'],7,100,98,100,0,"['state-gov', 'fedgov', 'local-gov', 'religious', 'private-org', 'local-community']",['none'],school,asian,male,0.1,6.7,catholic,10,543
291,30000,1996,10,['was-part'],100,100,92,100,0,"['fam-friend', 'employer', 'religious', 'local-gov', 'state-gov', 'fedgov']",['none'],some-college,white,male,9.9,10,catholic,10,328
292,100000,1995,9.4,"['was-full', 'now-full']",94,95,93,91,0,['fam-friend'],['none'],postgrad,black,female,0.9,8.9,catholic,8.9,211
293,29999,2001,7.2,"['now-full', 'was-disabled']",69,18,27,76,3,"['fam-friend', 'state-gov', 'no-one']","['short-breath', 'nasal', 'fever', 'headache', 'lost-smell-taste', 'nausea-vomit', 'sore-throat']",school,hispanic-latino,female,6,7.1,catholic,7.2,105
294,120888,1999,8.2,['now-part'],72,77,73,71,0,"['fam-friend', 'no-one']",['none'],college,asian,female,2.2,6.4,orthodox,6.3,436
295,55000,1980,9.3,['was-full'],100,100,100,100,0,['fam-friend'],['none'],college,white,male,0.3,5.4,catholic,5.7,441
296,100000,1999,7,"['was-jobless', 'now-full']",52,25,50,0,0,['religious'],"['fatigue', 'headache']",highschool,other-mixed,female,1.7,0,orthodox,2.2,750
297,135000,1967,9.3,['now-retired'],95,96,94,80,2,['fam-friend'],['none'],college,white,female,1.4,6.7,other-protestant,3.7,70
298,25000,1985,7.2,['was-part'],0,45,100,82,0,['fam-friend'],['none'],college,white,female,0,6.4,something-else,6.1,282
299,30000,1951,7.2,['now-retired'],100,100,100,100,0,"['local-gov', 'private-org', 'local-community']","['fatigue', 'diarrhea']",some-college,white,male,4.8,3.4,catholic,5.1,967
300,60900,1975,6.2,['now-full'],68,64,67,65,1,['religious'],['muscle-ache'],some-college,black,male,5.5,6.5,catholic,7.6,773
301,50000,1994,6.4,['was-part'],55,70,70,64,5,"['fam-friend', 'local-community', 'private-org']","['headache', 'fatigue', 'muscle-ache']",college,black,female,5.7,4.7,nothing-in-particular,3.7,604
